,1800.0,1650.0
0.0,0.0,0.0
0.3333333333333333,-0.0030150999536497896,0.00034640962049652726
0.6666666666666666,-0.0019162384117583902,0.000645895182856802
1.0,-0.0013112577591075888,0.0004856398011214276
1.3333333333333333,-0.00034455111524956994,0.0010037888607895718
1.6666666666666667,0.0005990789587844022,0.001025611138701461
2.0,0.0013000319008910557,0.0010854875941233423
2.3330555555555557,0.0018131637176398074,0.0011262831549831446
2.6663888888888887,0.0023219796955146654,0.0012697342058064231
3.0,0.0031435825743012457,0.0013774240150523217
3.3330555555555557,0.011345127740409224,0.0018817736703215788
3.6666666666666665,0.01491109364227861,0.0024679236688018445
3.999722222222222,0.011155725065834635,0.0028421697506848097
4.333333333333333,0.010466755845789984,0.003152191734415013
4.666666666666667,0.00996199667550527,0.0032704474229485222
5.0,0.00984796995788807,0.00362468147314242
5.333333333333333,0.009469441624943146,0.0035075129223432525
5.666666666666667,0.009546792688294751,0.0035957695960527466
6.0,0.016398748153241955,0.004180795622294667
6.333333333333333,0.0180073812087243,0.004757790083101794
6.666666666666667,0.013584512245944065,0.00523664461170613
7.0,0.011955878910162698,0.0053670270652914145
7.333333333333333,0.01121047979717759,0.0054922802526978474
7.666666666666667,0.01054019513002584,0.005572305592301768
8.0,0.01064251680139948,0.005741276492409847
8.333333333333334,0.010489419435014535,0.005789499015683196
8.666666666666666,0.014853085269017022,0.005848414059635812
9.0,0.009868126067761844,0.006436680005526035
9.333333333333334,0.0059166899162707755,0.007173147403342614
9.666944444444445,0.003942711756840581,0.007682788427228632
10.0,0.003906408786573944,0.007806131001199933
10.333333333333334,0.0037988367341322115,0.008065289091723722
10.666666666666666,0.0033443529962070987,0.008039468800987538
11.0,0.00360463736350916,0.008311699885220491
11.333333333333334,0.006033980452000549,0.008347175855631186
11.666944444444445,0.006605796936004293,0.00918318452866311
12.0,0.0051539839224618595,0.010316383048822984
12.33361111111111,-0.00022230807524237776,0.010586610529979579
12.666666666666666,-0.0004958882761458464,0.01125947669554736
13.0,-0.0006654907416416066,0.011313198282475824
13.33361111111111,-0.0006210036143856646,0.011434937409564902
